行番号,,会社名,会社HP・URL,問い合わせフォームURL,送信成功,手動送信,取得日,手動送信,担当者名,事務備考,ステータス,結果区分,結果詳細,実行日
543,A,NEL株式会社,https://www.nel-all.com/,https://www.nel-all.com/contact/,不明,不明,2026-08-19,,,,,22. SNSプロモーション プランニングディレクター,,,SNSディレクター,媒体:求人ボックス｜掲載元:マイナビエージェント- 登録エントリー｜一括バックフィル(過去分含む)
544,S,株式会社Key-partners,https://key-partners.jp/,https://key-partners.jp/contact/,不明,不明,2026-08-19,,,,,Webプロデューサー・ディレクター／採用SNS動画の企画ディレクター / SNSアカウントプランナーのセールス SNS動画を活用した採用マーケテ... / 採用動画ディレクター 編集経験活かせる／フリーランス出身活躍中／急成長ベンチャー 02622 cir,同日3求人,,SNSディレクター/SNS運用/アカウントプランナー,媒体:求人ボックス｜掲載元:あなたの転職窓口/株式会社UMITTO/高卒転職バンク!｜一括バックフィル(過去分含む)
545,B,株式会社TeraDox,https://teradox.jp/,https://docs.google.com/forms/d/e/1FAIpQLScNO1PuQaIf0Y3eoxTS3smgwGfzhgKAV8Abc5rcyHrWRKFAlw/viewform,不明,不明,2026-08-19,,,,,SNS運用担当者,,,SNSディレクター,媒体:求人ボックス｜掲載元:Green｜一括バックフィル(過去分含む)
546,B,株式会社BUUM,https://buum.jp/,https://buum.jp/contact/,不明,不明,2026-08-19,,,,,「デジタル広告プランナー」業務委託ではなく「正社員のあなた」が必要,,,広告プランナー,媒体:求人ボックス｜掲載元:ビズリーチ - 登録エントリー｜一括バックフィル(過去分含む)
547,A,株式会社ipe,https://ipeinc.jp/,https://ipeinc.jp/contact/,info@ipeinc.jp,可,2026-08-19,,,,,Web広告運用／プランナー 未経験者歓迎／Webの知見高められます,,,デジタルマーケティング/広告プランナー,媒体:求人ボックス｜掲載元:株式会社HOPE.AGENT｜一括バックフィル(過去分含む)
548,B,株式会社岩手日日新聞社,https://www.iwanichi.co.jp/,https://www.iwanichi.co.jp/contact-iw/,不明,不明,2026-08-19,,,,,広告プランナーを募集中,,,広告プランナー,媒体:求人ボックス｜掲載元:株式会社岩手日日新聞社｜一括バックフィル(過去分含む)
549,B,株式会社ドコモCS,https://www.docomo-cs.co.jp/,https://www.docomo-cs.co.jp/other/inquiry.html,不明,不明,2026-08-19,,,,,在宅勤務可／マーケティングソリューション営業 マーケ戦略立案・広告プランナー／広告・メディア営業,,,広告プランナー,媒体:求人ボックス｜掲載元:dodaエージェントサービス｜一括バックフィル(過去分含む)
550,B,vivit株式会社,https://vivit.co.jp/,https://vivit.co.jp/contact/,不明,不明,2026-08-19,,,,,広告プランナー 時差出勤制・週2日リモート・完全週休2日と働きやすく,,,広告プランナー,媒体:求人ボックス｜掲載元:株式会社シンフォニード｜一括バックフィル(過去分含む)
551,B,メイク広告株式会社,https://meiku-koukoku.com/,https://meiku-ad.jp/contact/,toiawase@meiku-koukoku.com,不明,2026-08-19,,,,,屋外広告の広告プランナー／完全反響型営業／未経験可,,,広告プランナー,媒体:求人ボックス｜掲載元:キャリアンサー｜一括バックフィル(過去分含む)
552,B,株式会社コアシーケンス,https://coresequence.jp/,https://coresequence.jp/contact/,不明,可,2026-08-19,,,,,法人向け広告プランナー正社員募集,大量募集,,広告プランナー,媒体:求人ボックス｜掲載元:株式会社コアシーケンス｜一括バックフィル(過去分含む)
553,A,駅近ドットコム株式会社,https://corp.ekichica.com/,https://corp.ekichica.com/contact/,info@ekichica.co.jp,不明,2026-08-19,,,,,Web広告プランナー 未経験歓迎／土日祝休み／新サービス成長期!上,急募,,広告プランナー,媒体:求人ボックス｜掲載元:駅近ドットコム株式会社｜一括バックフィル(過去分含む)
554,A,株式会社AppBrew,https://appbrew.io/,https://appbrew.io/contact/,support-commerce@appbrew.io,可,2026-08-19,,,,,アカウントプランナー／モバイル／アプリサービス / アカウントプランナー,同日2求人,,アカウントプランナー,媒体:求人ボックス｜掲載元:Green｜一括バックフィル(過去分含む)
555,S,インタラクティブ株式会社,https://www.inta.co.jp/,https://www.inta.co.jp/contact/,不明,不明,2026-08-19,,,,,デジタルプロデューサー アカウントプランナー / デジタルプロデューサー「アカウントプランナー」／Webマーケティング,同日2求人・急募,,アカウントプランナー,媒体:求人ボックス｜掲載元:Green｜一括バックフィル(過去分含む)
556,S,株式会社GENBA,https://genbae.jp/,https://genbae.jp/contact/,不明,不明,2026-08-19,,,,,アカウントプランナー 未経験歓迎／フレックス勤務 / アカウントプランナー「未経験者」 / アカウントプランナー 経験者／GENBA／東京,同日3求人,,Meta広告運用/アカウントプランナー,媒体:求人ボックス｜掲載元:マイナビエージェント- 登録エントリー/マイナビ転職/ミドルの転職｜一括バックフィル(過去分含む)
557,S,株式会社ココナラ,https://coconala.co.jp/,https://coconala.co.jp/contact/,不明,不明,2026-08-19,,,,,アカウントプランナー／ココナラ法律相談／インターネット／Webサービス / アカウントプランナー／ココナラ法律相談 / 株式会社ココナラ:広告運用担当,同日3求人,,アカウントプランナー/リスティング広告運用/広告運用担当,媒体:求人ボックス｜掲載元:Green/sincereed｜一括バックフィル(過去分含む)
558,A,株式会社CAMPFIRE,https://campfire.co.jp/,https://campfire.co.jp/contact/,不明,不明,2026-08-19,,,,,アカウントプランナー「エンターテインメント領域」／インターネット,,,アカウントプランナー,媒体:求人ボックス｜掲載元:Green｜一括バックフィル(過去分含む)
559,A,CBcloud株式会社,https://cb-cloud.com/,https://cb-cloud.com/contact/corporate,不明,不明,2026-08-19,,,,,カスタマーサクセス アカウントプランナー／物流DXコンサル型のCSポジション 福利厚生充実,,,アカウントプランナー,媒体:求人ボックス｜掲載元:dodaエージェントサービス｜一括バックフィル(過去分含む)
560,A,GMOコマース株式会社,https://www.gmo-c.jp/,https://www.gmo-c.jp/contact/,不明,可,2026-08-19,,,,,店舗のマーケティング課題を解決するアカウントプランナー募集!,急募・管理職,,アカウントプランナー,媒体:求人ボックス｜掲載元:GMOコマース株式会社｜一括バックフィル(過去分含む)
561,A,株式会社Minto,https://minto-inc.jp/,https://minto-inc.jp/contact/business/,不明,不明,2026-08-19,,,,,アカウントプランナー,,,アカウントプランナー,媒体:求人ボックス｜掲載元:Green｜一括バックフィル(過去分含む)
562,A,株式会社Libalent,https://libalent.com/,https://libalent.com/contact/,info@libalent.com,不明,2026-08-19,,,,,ポテンシャル「アカウントプランナー「広告コンサル営業」」 お笑いの力で...,,,アカウントプランナー,媒体:求人ボックス｜掲載元:マイナビエージェント- 登録エントリー｜一括バックフィル(過去分含む)
563,A,Owned株式会社,https://owned.co.jp/,https://owned.co.jp/contact/,不明,不明,2026-08-19,,,,,アカウントプランナー,,,アカウントプランナー,媒体:求人ボックス｜掲載元:マイナビスカウティング- 登録エントリー｜一括バックフィル(過去分含む)
564,A,TOSYO株式会社,https://www.tosyo.co.jp/,https://www.tosyo.co.jp/contact/,support@kiritorie.com,不明,2026-08-19,,,,,アカウントプランナー,,,アカウントプランナー,媒体:求人ボックス｜掲載元:TOSYO株式会社｜一括バックフィル(過去分含む)
565,A,株式会社Sun Asterisk,https://sun-asterisk.com/,https://sun-asterisk.com/contact/,不明,可,2026-08-19,,,,,リモート・裁量労働制／プライベートと両立しながら最先端のIT提案に挑むアカウントプランナー,,,アカウントプランナー,媒体:求人ボックス｜掲載元:リクルートダイレクトスカウト｜一括バックフィル(過去分含む)
566,A,株式会社ふくおかフィナンシャルグループ,https://www.fukuoka-fg.com/,https://www.fukuoka-fg.com/contact.html,不明,不明,2026-08-19,,,,,"ふくおかFG／広告アカウントプランナー／年収500万～1,000万",,,アカウントプランナー,媒体:求人ボックス｜掲載元:リクルートダイレクトスカウト｜一括バックフィル(過去分含む)
567,A,三菱総研DCS株式会社,https://www.dcs.co.jp/,https://www.dcs.co.jp/request/,不明,可,2026-08-19,,,,,「ITコンサルティング営業「アカウントプランナー」」?融・決済領域,,,アカウントプランナー,媒体:求人ボックス｜掲載元:マイナビエージェント- 登録エントリー｜一括バックフィル(過去分含む)
568,A,株式会社アイガ,https://aiga.jp/,https://aiga.jp/contact/,info@aiga.jp,不明,2026-08-19,,,,,愛知:リモート／SNSマーケティング・アカウントプランナー,,,アカウントプランナー,媒体:求人ボックス｜掲載元:リクルートダイレクトスカウト｜一括バックフィル(過去分含む)
569,A,株式会社イルマティッククルー,https://illmatic-crew.co.jp/,https://illmatic-crew.co.jp/contact/,不明,不明,2026-08-19,,,,,「東京」リスティング広告運用担当「多業界クライアント対応・裁量大」 / 「東京」リスティング広告運用担当／多業界クライアント対応／裁量大,同日2求人,,SNS広告運用/リスティング広告運用/広告運用担当,媒体:求人ボックス｜掲載元:マイナビエージェント- 登録エントリー/ミドルの転職｜一括バックフィル(過去分含む)
570,A,キャリアスタート株式会社,https://careerstart.co.jp/,https://careerstart.co.jp/contact,不明,不明,2026-08-19,,,,,自社サービスのWebマーケター／人材サービス「紹介／教育／研修」 / 自社サービスのWebマーケター,同日2求人,,リスティング広告運用,媒体:求人ボックス｜掲載元:Green｜一括バックフィル(過去分含む)
